Counter,Location,Experiment,Site,Block,PID,Paired_PID,Species,Treatment,Lat_Deg,Lon_Deg,Date_01,Days_01,Diam_mm_01,Height_cm_01,DBH_01,Canopy_length_cm_01,Canopy_width_cm_01,Ground_cover_percent_01,Notes_01,Dead_01,Use_growth_01,Date_02,Days_02,Diam_mm_02,Height_cm_02,DBH_02,Canopy_length_cm_02,Canopy_width_cm_02,Ground_cover_percent_02,Notes_02,Dead_02,Use_growth_02,Date_03,Days_03,Diam_mm_03,Height_cm_03,DBH_03,Canopy_length_cm_03,Canopy_width_cm_03,Ground_cover_percent_03,Notes_03,Dead_03,Use_growth_03,Date_03_5,Days_03_5,foliar_N_mg_g_03_5,foliar_C_mg_g_03_5,Date_04,Days_04,Diam_mm_04,Height_cm_04,DBH_04,Canopy_length_cm_04,Canopy_width_cm_04,Ground_cover_percent_04,Notes_04,Dead_04,Use_growth_04,foliar_N_mg_g_04,foliar_C_mg_g_04,foliar_15N_AP_04,foliar_d15N_04,foliar_d13C_04,disk_d15N_04,Date_05,Days_05,Diam_mm_05,Height_cm_05,DBH_05,Canopy_length_cm_05,Canopy_width_cm_05,Ground_cover_percent_05,Notes_05,Dead_05,Use_growth_05,Date_06,Days_06,Diam_mm_06,Height_cm_06,DBH_06,Canopy_length_cm_06,Canopy_width_cm_06,Ground_cover_percent_06,Notes_06,Dead_06,Use_growth_06,foliar_N_mg_g_06,foliar_C_mg_g_06,foliar_15N_AP_06,foliar_d15N_06,foliar_d13C_06,Aboveground_harvest_date_06,Harvest_notes_06,Main_stem_g_dry_06,Twigs_g_dry_06,Leaves_g_dry_06,Secondary_stems_g_dry_06,Fruit_g_dry_06,Dead_g_dry_06,Aboveground_mass_g_dry_06,Aboveground_mass_g_wet_06,Root_g_dry_06,Use_allometry_06,Allometry_use_notes_06,AGB_est_kg_01,AGB_est_kg_02,AGB_est_kg_03,AGB_est_kg_04,AGB_est_kg_05,AGB_est_kg_06
84,HI,FX,Waiakea,3,157,NA,PSCA,LN,19.644323,-155.083672,5/28/16,0,3,20.32,NA,NA,NA,NA,,0,1,7/11/16,44,3,22.86,NA,NA,NA,NA,,0,1,6/25/17,393,13.5,41,NA,39,31,90,,0,1,1/1/18,NA,NA,NA,6/22/18,755,19,74,NA,66,51,NA,,0,1,15.06578617,508.4481951,1.28932,2552.7,-31.27,641.77,1/14/19,961,26,75,NA,75,79,NA,,0,1,7/16/19,1144,29.5,84,NA,98,86,NA,,0,1,11.29629895,471.8318969,1.24625,2432.55,-29.87,7/16/19,Aboveground wet weight 0.587 kg,NA,NA,NA,NA,NA,NA,254.11077,587,NA,0.5,"0.5 means use for allometry, but estimated total dry agb from total wet agb using power fit dry = 0.4748038*wet^0.98551; This came from regressing log(dry) on log(wet) from the PC trees where we had both; the R^2 was 0.9878, so not worrying about error propagation; did this because we only had wet mass",0.000457314,0.000504693,0.012136504,0.086990131,0.171672913,0.302159415
85,HI,FX,Waiakea,4,169,NA,PSCA,LN,19.644323,-155.083672,1/17/16,0,1.7,17,NA,NA,NA,NA,,0,1,7/11/16,176,3.6,16.51,NA,NA,NA,NA,,0,1,6/25/17,525,14,29,NA,43,33,85,,0,1,1/1/18,NA,NA,NA,6/22/18,887,27,55,NA,76,71,NA,,0,1,11.77428166,492.653499,1.50591,3158.7,-28.65,768.42,1/14/19,1093,34.40930107,62,NA,90,86,NA,,0,1,7/16/19,1276,33.45,67,NA,94,91,NA,,0,1,10.9492357,490.5800028,1.08139,1973.53,-30.5,7/16/19,Fruit wet weight may have been 18 g or 18g+12g; using 18g for wet:dry conversion,55.3,117.2,152.3,0,4.7,NA,329.5169643,729,NA,1,,9.59E-05,0.000605373,0.009640911,0.103270193,0.181422851,0.227830379
86,HI,FX,Waiakea,5,181,NA,PSCA,LN,19.644323,-155.083672,1/17/16,0,1.9,19,NA,NA,NA,NA,,0,1,7/11/16,176,4.5,34.29,NA,NA,NA,NA,,0,0,6/25/17,525,12,50,NA,35,29,95,leaves brown tips,0.5,0,1/1/18,NA,14.8,500.8,6/22/18,887,15,65,NA,53,36,NA,,0,0,14.09202441,507.0472361,1.21356,2341.4,-30.09,NA,1/14/19,1093,12,54,NA,41,48,NA,Diameter and height decrease,0,0,7/16/19,1276,12.6,59,NA,41,39,NA,,0,0,14.00070662,490.6900907,0.82987,1276.11,-30.8,7/16/19,Aboveground wet weight 0.061 kg,NA,NA,NA,NA,NA,NA,27.28771,61,NA,0.5,"0.5 means use for allometry, but estimated total dry agb from total wet agb using power fit dry = 0.4748038*wet^0.98551; This came from regressing log(dry) on log(wet) from the PC trees where we had both; the R^2 was 0.9878, so not worrying about error propagation; did this because we only had wet mass",0.000139918,0.001858772,0.012674912,0.037565739,0.032330586,0.027462459
87,HI,FX,Waiakea,6,193,NA,PSCA,LN,19.644323,-155.083672,1/17/16,0,1.5,15.5,NA,NA,NA,NA,,0,1,7/11/16,176,5.1,26.67,NA,NA,NA,NA,,0,1,6/25/17,525,25,46,NA,48,38,60,,0,1,1/1/18,NA,10.1,508.1,6/22/18,887,32,95,NA,94,79,NA,,0,1,10.29174221,499.0733634,1.75423,3856.7,-29.22,842.63,1/14/19,1093,45.29900661,127,NA,98,104,NA,,0,1,7/16/19,1276,55.8,133,NA,118,124,NA,,0,1,9.476102025,472.1872996,1.4595,3028.6,-28.17,7/16/19,"Stem dry mass not from harvest spreadsheet, and stem wet mass isn't there either; must have been from average leaf and twig ratios; don't use for allometry",285.2,213.3,420.6,0,115.4,NA,1034.5,NA,NA,0,,6.44E-05,0.002070736,0.021159745,0.295189583,0.59401228,0.959685795
88,HI,FX,Waiakea,7,205,NA,PSCA,LN,19.644323,-155.083672,1/17/16,0,1.8,18,NA,NA,NA,NA,,0,1,7/11/16,176,8.2,31.75,NA,NA,NA,NA,,0,1,6/25/17,525,21.5,55,NA,61,53,62.5,,0,1,1/1/18,NA,13.6,476.6,6/22/18,887,39,92,NA,89,94,NA,,0,1,12.34914049,501.6250537,1.76369,3883.3,-27.5,3020.47,1/14/19,1093,31.85906464,102,NA,105,98,NA,"Diameter decreases, height plateaus",0,1,7/16/19,1276,44.75,102,NA,105,107,NA,,0,1,8.883178784,462.063616,1.48795,3108.33,-29.33,7/16/19,Aboveground wet weight 0.94 kg,NA,NA,NA,NA,NA,NA,404.15589,940,NA,0.5,"0.5 means use for allometry, but estimated total dry agb from total wet agb using power fit dry = 0.4748038*wet^0.98551; This came from regressing log(dry) on log(wet) from the PC trees where we had both; the R^2 was 0.9878, so not worrying about error propagation; did this because we only had wet mass",0.000116512,0.007349688,0.056068976,0.318805698,0.488157706,0.514064557
89,HI,FX,Waiakea,8,217,NA,PSCA,LN,19.644323,-155.083672,5/28/16,0,4.1,25.4,NA,NA,NA,NA,,0,1,7/11/16,44,3.5,26.035,NA,NA,NA,NA,,0,1,6/25/17,393,10.5,41,NA,28,27,65,,0,1,1/1/18,NA,NA,NA,6/22/18,755,20,38,NA,74,56,NA,,0,1,10.54848402,494.314746,1.81519,4028.6,-29.83,2625.07,1/14/19,961,21,49,NA,90,92,NA,,0,1,7/16/19,1144,23.55,47,NA,88,111,NA,,0,1,10.99042739,468.4584814,1.47913,3083.6,-27.94,7/16/19,"Fruit wet weight may have been 12 g or 12g+12g; using 12g for wet:dry conversion; Stem dry mass not from harvest spreadsheet, and stem wet mass isn't there either; must have been from average leaf and twig ratios; don't use for allometry",23.8,70.8,93.1,0,2.8,NA,190.5,NA,NA,0,,0.001175675,0.000817299,0.006986053,0.049330231,0.161300179,0.18523836
90,HI,FX,Waiakea,9,229,NA,PSCA,LN,19.644323,-155.083672,1/17/16,0,2,16,NA,NA,NA,NA,,0,1,7/11/16,176,7.1,38.1,NA,NA,NA,NA,,0,1,6/25/17,525,29,78,NA,81,61,80,,0,1,1/1/18,NA,12.2,487.4,6/22/18,887,39.23009049,122,NA,102,91,NA,,0,1,12.96949712,485.9728453,0.37145,14.1,-29.33,NA,1/14/19,1093,49.50757518,145,NA,125,130,NA,,0,1,7/16/19,1276,49.45,152,NA,165,140,NA,,0,1,10.6661906,480.054493,0.37027,10.87,-29.09,7/16/19,Not harvested; No 15N,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,0.000136064,0.005921819,0.140321481,0.514841916,1.245878298,2.065161327
91,HI,FX,Waiakea,1,136,NA,PSCA,MN,19.644323,-155.083672,1/17/16,0,1.7,16,NA,NA,NA,NA,,0,1,7/11/16,176,5.3,31.75,NA,NA,NA,NA,,0,1,6/25/17,525,19,48,NA,84,75,100,,0,1,1/1/18,NA,13.7,462.4,6/22/18,887,41,99,NA,107,119,NA,,0,1,13.66625629,496.1362452,1.64405,3546.5,-30.1,1985.32,1/14/19,1093,47.14870094,96,NA,143,125,NA,,0,1,7/16/19,1276,54.65,104,NA,149,130,NA,,0,1,12.4325291,480.8699875,1.11599,2069.72,-28.29,7/16/19,No main stem wet weight recorded,NA,468.3,556.1,NA,NA,NA,NA,NA,NA,0,,1.57E-05,0.0022381,0.122593043,0.521395181,0.68300964,0.794728472
92,HI,FX,Waiakea,2,148,NA,PSCA,MN,19.644323,-155.083672,5/28/16,0,4.4,20.32,NA,NA,NA,NA,,0,1,7/11/16,44,4,22.225,NA,NA,NA,NA,,0,1,6/25/17,393,10.5,40,NA,25,22,90,,0,1,1/1/18,NA,17.1,486.6,6/22/18,755,17,42,NA,51,41,NA,,0,1,15.77393986,499.6830592,3.39197,8550,-30.82,2248.28,1/14/19,961,20,41,NA,81,64,NA,,0,1,7/16/19,1144,20.65,49,NA,72,82,NA,,0,1,NA,NA,NA,NA,NA,7/16/19,Aboveground wet weight 0.248 kg,NA,NA,NA,NA,NA,NA,108.70767,248,40.1,0.5,"0.5 means use for allometry, but estimated total dry agb from total wet agb using power fit dry = 0.4748038*wet^0.98551; This came from regressing log(dry) on log(wet) from the PC trees where we had both; the R^2 was 0.9878, so not worrying about error propagation; did this because we only had wet mass",0.000486975,0.000462262,0.009948561,0.035952603,0.082608584,0.116275608
93,HI,FX,Waiakea,3,160,NA,PSCA,MN,19.644323,-155.083672,1/17/16,0,1.9,17,NA,NA,NA,NA,,0,1,7/11/16,176,5.6,35.56,NA,NA,NA,NA,,0,1,6/25/17,525,18,55,NA,71,49,92.5,,0,1,1/1/18,NA,NA,NA,6/22/18,887,26.94438717,60,NA,119,74,NA,,0,1,17.98844761,504.0762909,1.68474,3661,-29.76,2554.63,1/14/19,1093,47.90615827,54,NA,88,123,NA,,0,0,7/16/19,1276,26.55,53,NA,109,76,NA,"Diameter, height, and canopy area all decrease",0,0,13.73701011,494.7647324,1.62304,3487.46,-31.01,7/16/19,Aboveground wet weight 0.5 kg,NA,NA,NA,NA,NA,NA,216.95255,500,NA,0.5,"0.5 means use for allometry, but estimated total dry agb from total wet agb using power fit dry = 0.4748038*wet^0.98551; This came from regressing log(dry) on log(wet) from the PC trees where we had both; the R^2 was 0.9878, so not worrying about error propagation; did this because we only had wet mass",2.64E-05,0.003295517,0.081786642,0.210817221,0.204748121,0.170816078
94,HI,FX,Waiakea,4,172,NA,PSCA,MN,19.644323,-155.083672,1/17/16,0,3.1,26.5,NA,NA,NA,NA,,0,1,7/11/16,176,10.8,48.26,NA,NA,NA,NA,,0,1,6/25/17,525,26.5,70,NA,101,81,95,,0,1,1/1/18,NA,16.7,497.6,6/22/18,887,45,95,NA,155,142,NA,,0,1,14.68771621,496.4552925,1.25039,2444.1,-29.5,1018.14,1/14/19,1093,47,110,NA,158,163,NA,,0,1,7/16/19,1276,52.1,121,NA,172,151,NA,,0,1,12.52601411,497.0670997,1.29476,2567.92,-30.18,7/16/19,Aboveground wet weight 4.347 kg,NA,NA,NA,NA,NA,NA,1827.97879,4347,NA,0.5,"0.5 means use for allometry, but estimated total dry agb from total wet agb using power fit dry = 0.4748038*wet^0.98551; This came from regressing log(dry) on log(wet) from the PC trees where we had both; the R^2 was 0.9878, so not worrying about error propagation; did this because we only had wet mass",0.000361721,0.027444862,0.237926043,0.833699294,1.156505648,1.288023928
95,HI,FX,Waiakea,5,184,NA,PSCA,MN,19.644323,-155.083672,1/17/16,0,2.8,26,NA,NA,NA,NA,,0,1,7/11/16,176,7.7,33.02,NA,NA,NA,NA,,0,1,6/25/17,525,26.5,74,NA,78,65,95,,0,1,1/1/18,NA,13.7,499.5,6/22/18,887,32,90,NA,109,140,NA,,0,1,16.18762604,499.0025489,1.98484,4508,-29.69,1081.53,1/14/19,1093,42,89,NA,150,125,NA,,0,1,7/16/19,1276,48.35,102,NA,162,138,NA,,0,1,12.59241184,483.8518296,1.12752,2101.79,-28.7,7/16/19,Aboveground wet weight 2.609 kg,NA,NA,NA,NA,NA,NA,1105.27204,2609,NA,0.5,"0.5 means use for allometry, but estimated total dry agb from total wet agb using power fit dry = 0.4748038*wet^0.98551; This came from regressing log(dry) on log(wet) from the PC trees where we had both; the R^2 was 0.9878, so not worrying about error propagation; did this because we only had wet mass",0.000262481,0.006180168,0.159388269,0.578328618,0.665369831,0.91254222
96,HI,FX,Waiakea,6,196,NA,PSCA,MN,19.644323,-155.083672,1/17/16,0,1.8,14,NA,NA,NA,NA,,0,1,7/11/16,176,6,26.67,NA,NA,NA,NA,,0,1,6/25/17,525,16.5,39,NA,56,49,82.5,,0,1,1/1/18,NA,14,496.2,6/22/18,887,25,50,NA,89,107,NA,,0,1,12.9263483,508.1286386,2.58238,6210.2,-30.39,1644.84,1/14/19,1093,32.93933818,60,NA,90,99,NA,,0,1,7/16/19,1276,31.7,65,NA,92,89,NA,,0,1,14.11879678,483.9817041,1.5308,3228.48,-30.02,7/16/19,"Fruit wet weight may have been 25g or 25g+11g; using 25g for wet:dry conversion; Stem dry mass not from harvest spreadsheet, and stem wet mass isn't there either; must have been from average leaf and twig ratios; don't use for allometry",6.8,151.3,170.6,0,6.9,NA,335.6,NA,NA,0,,1.25E-05,0.002104015,0.043056754,0.184191234,0.205832643,0.210553225
97,HI,FX,Waiakea,7,208,NA,PSCA,MN,19.644323,-155.083672,1/17/16,0,1.1,11,NA,NA,NA,NA,,0,1,7/11/16,176,4.9,31.75,NA,NA,NA,NA,,0,1,6/25/17,525,16.5,65,NA,69,52,85,,0,1,1/1/18,NA,11.7,497.1,6/22/18,887,30,73,NA,119,104,NA,,0,1,14.75117945,504.7979691,1.43277,2953.8,-29.1,2136.9,1/14/19,1093,26,80,NA,152,120,NA,Diameter decreases,0,1,7/16/19,1276,26.5,76,NA,157,114,NA,,0,0,NA,NA,NA,NA,NA,7/16/19,Aboveground wet weight 0.96 kg,NA,NA,NA,NA,NA,NA,412.62902,960,NA,0.5,"0.5 means use for allometry, but estimated total dry agb from total wet agb using power fit dry = 0.4748038*wet^0.98551; This came from regressing log(dry) on log(wet) from the PC trees where we had both; the R^2 was 0.9878, so not worrying about error propagation; did this because we only had wet mass",1.19E-06,0.001837468,0.105200091,0.367886128,0.617913392,0.567437177
98,HI,FX,Waiakea,8,220,NA,PSCA,MN,19.644323,-155.083672,1/17/16,0,1.7,14,NA,NA,NA,NA,,0,1,7/11/16,176,9.6,34.925,NA,NA,NA,NA,,0,1,6/25/17,525,31,91,NA,95,96,95,,0,1,1/1/18,NA,16.6,500.8,6/22/18,887,40,102,NA,155,122,NA,,0,1,10.36578922,512.557407,1.91144,4300.4,-31.8,1563.14,1/14/19,1093,30,112,NA,150,142,NA,Diameter decreases,0,1,7/16/19,1276,39.1,112,NA,148,142,NA,,0,0,15.19931012,479.6080219,1.03458,1843.44,-29.08,7/16/19,Aboveground wet weight 1.58 kg,NA,NA,NA,NA,NA,NA,674.23187,1580,NA,0.5,"0.5 means use for allometry, but estimated total dry agb from total wet agb using power fit dry = 0.4748038*wet^0.98551; This came from regressing log(dry) on log(wet) from the PC trees where we had both; the R^2 was 0.9878, so not worrying about error propagation; did this because we only had wet mass",1.04E-05,0.01182577,0.35588242,0.800730823,1.062518941,1.000742349
99,HI,FX,Waiakea,9,232,NA,PSCA,MN,19.644323,-155.083672,1/17/16,0,2.3,16,NA,NA,NA,NA,,0,1,7/11/16,176,6.9,34.036,NA,NA,NA,NA,,0,1,6/25/17,525,16.5,45,NA,49,40,75,,0,1,1/1/18,NA,9.5,491.2,6/22/18,887,30,58,NA,81,84,NA,,0,1,11.21012024,493.4842418,0.3736,20,-30.05,NA,1/14/19,1093,30,65,NA,139,105,NA,,0,1,7/16/19,1276,36.2,85,NA,163,124,NA,,0,1,13.6383003,473.4000094,0.36727,2.65,-29.86,7/16/19,Not harvested; No 15N,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,3.91E-05,0.005005817,0.036935161,0.154051365,0.374749711,0.694672301
100,HI,FX,Waiakea,1,142,NA,PSCA,PHN,19.644323,-155.083672,1/17/16,0,2.6,21,NA,NA,NA,NA,,0,1,7/11/16,176,11.4,49.53,NA,NA,NA,NA,,0,1,6/25/17,525,32.5,82,NA,100,100,100,,0,1,1/1/18,NA,14.9,485.2,6/22/18,887,44,139,NA,124,137,NA,,0,1,19.59433216,482.7815531,1.20618,2320.8,-29.57,4160.21,1/14/19,1093,46.36809248,125,NA,139,143,NA,,0,0,7/16/19,1276,47.1,128,NA,163,159,NA,Second stem 17.2 mm,0,1,13.95609046,474.352552,1.21095,2334.13,-27.71,7/16/19,No main stem wet weight recorded,NA,528.4,627.4,NA,NA,NA,NA,NA,NA,0,,7.19E-06,0.121779942,0.336986323,0.86025997,0.826802545,1.006262862
101,HI,FX,Waiakea,2,154,NA,PSCA,PHN,19.644323,-155.083672,5/28/16,0,3.8,20.32,NA,NA,NA,NA,,0,1,7/11/16,44,4.5,25.4,NA,NA,NA,NA,,0,1,6/25/17,393,11,42,NA,32,33,100,large fruit removed,0,1,1/1/18,NA,14.3,482.5,6/22/18,755,16,57,NA,46,56,NA,,0,1,14.68900198,510.5099385,2.69006,6519.2,-31.16,1930.37,1/14/19,961,16,47,NA,52,57,NA,"diameter plateaus, height decreases",0,0,7/16/19,1144,14.35,48,NA,46,49,NA,,0,0,16.83030078,467.7682302,1.04628,1875.95,-29.36,7/16/19,Aboveground wet weight 0.271 kg,NA,NA,NA,NA,NA,NA,118.63683,271,NA,0.5,"0.5 means use for allometry, but estimated total dry agb from total wet agb using power fit dry = 0.4748038*wet^0.98551; This came from regressing log(dry) on log(wet) from the PC trees where we had both; the R^2 was 0.9878, so not worrying about error propagation; did this because we only had wet mass",1.77E-05,0.000236164,0.042342662,0.102272681,0.088186064,0.07742111
102,HI,FX,Waiakea,3,166,NA,PSCA,PHN,19.644323,-155.083672,1/17/16,0,1.6,19,NA,NA,NA,NA,,0,1,7/11/16,176,2.8,20.32,NA,NA,NA,NA,,0,1,6/25/17,525,11.5,43,NA,46,43,95,,0,1,1/1/18,NA,12.5,499.9,6/22/18,887,14,40,NA,51,61,NA,,0,1,19.2907881,506.041347,2.52798,6054.4,-30.12,2004.8,1/14/19,1093,16,37,NA,52,46,NA,some insect damage,0,0,7/16/19,1276,15.95,39,NA,38,47,NA,,0,0,NA,NA,NA,NA,NA,7/16/19,Aboveground wet weight 0.079 kg,NA,NA,NA,NA,NA,NA,35.20762,79,NA,0.5,"0.5 means use for allometry, but estimated total dry agb from total wet agb using power fit dry = 0.4748038*wet^0.98551; This came from regressing log(dry) on log(wet) from the PC trees where we had both; the R^2 was 0.9878, so not worrying about error propagation; did this because we only had wet mass",4.22E-07,6.40E-06,0.064645768,0.076324791,0.057220945,0.050669959
103,HI,FX,Waiakea,4,178,NA,PSCA,PHN,19.644323,-155.083672,1/17/16,0,2.1,20,NA,NA,NA,NA,,0,1,7/11/16,176,5.3,35.56,NA,NA,NA,NA,,0,1,6/25/17,525,21.5,43,NA,73,63,90,,0,1,1/1/18,NA,NA,NA,6/22/18,887,41,81,NA,104,119,NA,,0,1,18.23272829,497.5841574,2.31227,5438.2,-28.22,2031.39,1/14/19,1093,32,78,NA,120,124,NA,Diameter and height decrease,0,0,7/16/19,1276,34.6,79,NA,76,112,NA,,0,0,NA,NA,NA,NA,NA,7/16/19,Aboveground wet weight 0.56 kg,NA,NA,NA,NA,NA,NA,242.58806,560,NA,0.5,"0.5 means use for allometry, but estimated total dry agb from total wet agb using power fit dry = 0.4748038*wet^0.98551; This came from regressing log(dry) on log(wet) from the PC trees where we had both; the R^2 was 0.9878, so not worrying about error propagation; did this because we only had wet mass",2.04E-06,0.006290335,0.099375016,0.365196683,0.409768175,0.287098102
104,HI,FX,Waiakea,5,190,NA,PSCA,PHN,19.644323,-155.083672,5/28/16,0,3.2,22.225,NA,NA,NA,NA,,0,1,7/11/16,44,3.9,26.035,NA,NA,NA,NA,,0,1,6/25/17,393,14.5,34,NA,38,27,100,,0,1,1/1/18,NA,11.7,497.1,6/22/18,755,20,50,NA,51,53,NA,,0,1,15.01688321,499.9367679,2.77001,6749,-30.77,1868.42,1/14/19,961,21,45,NA,85,77,NA,,0,1,7/16/19,1144,24.25,47,NA,86,85,NA,,0,1,12.41091339,491.0989975,1.32026,2639.14,-28.67,7/16/19,Aboveground wet weight 0.374 kg,NA,NA,NA,NA,NA,NA,162.9649,374,NA,0.5,"0.5 means use for allometry, but estimated total dry agb from total wet agb using power fit dry = 0.4748038*wet^0.98551; This came from regressing log(dry) on log(wet) from the PC trees where we had both; the R^2 was 0.9878, so not worrying about error propagation; did this because we only had wet mass",2.51E-05,0.000208126,0.030503503,0.086263329,0.132308611,0.146087736
105,HI,FX,Waiakea,6,202,NA,PSCA,PHN,19.644323,-155.083672,1/17/16,0,2.3,21,NA,NA,NA,NA,,0,1,7/11/16,176,8.6,37.465,NA,NA,NA,NA,,0,1,6/25/17,525,19.5,56,NA,70,71,82.5,leaves brown at tips,0.5,1,1/1/18,NA,15.6,485.9,6/22/18,887,26,54,NA,81,86,NA,"lvs not collected, dying or diseased",0.5,0,NA,NA,NA,NA,NA,4675.77,1/14/19,1093,NA,NA,NA,NA,NA,NA,,1,0,7/16/19,1276,NA,NA,NA,NA,NA,NA,dead,1,0,NA,NA,NA,NA,NA,7/16/19,Dead,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,4.85E-06,0.01727312,0.147198165,0.166063716,NA,NA
106,HI,FX,Waiakea,7,214,NA,PSCA,PHN,19.644323,-155.083672,1/17/16,0,2,16,NA,NA,NA,NA,,0,1,7/11/16,176,7,31.75,NA,NA,NA,NA,,0,1,6/25/17,525,23,50,NA,79,78,95,,0,1,1/1/18,NA,18.3,481,6/22/18,887,24,56,NA,114,91,NA,"lvs not collected, dying or diseased",0.5,0,NA,NA,NA,NA,NA,3201.49,1/14/19,1093,NA,NA,NA,NA,NA,NA,,1,0,7/16/19,1276,NA,NA,NA,NA,NA,NA,dead,1,0,NA,NA,NA,NA,NA,7/16/19,Dead,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,1.20E-07,0.003900283,0.142663284,0.227336107,NA,NA
107,HI,FX,Waiakea,8,226,NA,PSCA,PHN,19.644323,-155.083672,1/17/16,0,2.1,22,NA,NA,NA,NA,,0,1,7/11/16,176,8.4,43.18,NA,NA,NA,NA,,0,1,6/25/17,525,22.5,100,NA,112,73,95,,0,1,1/1/18,NA,17,483.3,6/22/18,887,38,100,NA,173,137,NA,,0,1,16.93636735,493.3318198,1.6011,3425.8,-27.79,NA,1/14/19,1093,34,110,NA,210,145,NA,Diameter decreases,0,1,7/16/19,1276,36.35,109,NA,214,119,NA,,0,0,14.02467787,474.8312506,0.95724,1628.84,-28.62,7/16/19,Aboveground wet weight 1.8 kg,NA,NA,NA,NA,NA,NA,766.66229,1800,NA,0.5,"0.5 means use for allometry, but estimated total dry agb from total wet agb using power fit dry = 0.4748038*wet^0.98551; This came from regressing log(dry) on log(wet) from the PC trees where we had both; the R^2 was 0.9878, so not worrying about error propagation; did this because we only had wet mass",6.26E-06,0.044720596,0.403766786,0.727780918,0.980153139,0.854209835
108,HI,FX,Waiakea,9,238,NA,PSCA,PHN,19.644323,-155.083672,1/17/16,0,1.6,18,NA,NA,NA,NA,,0,1,7/11/16,176,8.8,44.45,NA,NA,NA,NA,,0,1,6/25/17,525,24.5,111,NA,93,113,100,,0,1,1/1/18,NA,19.1,486.4,6/22/18,887,48,94,NA,160,196,NA,,0,1,18.03739188,497.6940317,1.28988,2554.3,-29.99,1638.66,1/14/19,1093,35,93,NA,193,208,NA,Diameter and height decrease,0,1,7/16/19,1276,24.75,95,NA,179,171,NA,Second stem 20.8 mm,0,0,12.32036503,492.2492147,0.8783,1410.12,-30.04,7/16/19,Aboveground wet weight 2.27 kg,NA,NA,NA,NA,NA,NA,963.60071,2270,NA,0.5,"0.5 means use for allometry, but estimated total dry agb from total wet agb using power fit dry = 0.4748038*wet^0.98551; This came from regressing log(dry) on log(wet) from the PC trees where we had both; the R^2 was 0.9878, so not worrying about error propagation; did this because we only had wet mass",2.12E-07,0.056067797,0.531319172,0.774146429,0.946180008,0.867965202
